,time,bl_r,bl_l,bl_a,ga_r,ga_l,ga_a
0,2019-05-18 19:35:20.753747,3.676955262170047,3.8288379438153295,3.7528966029926885,1.0945945945945945,0.8651685393258427,0.9798815669602186
1,2019-05-18 19:35:20.884932,3.227287501197347,3.492849839314596,3.3600686702559717,1.135135135135135,0.9489795918367347,1.042057363485935
2,2019-05-18 19:35:20.953952,3.227287501197347,3.492849839314596,3.3600686702559717,1.135135135135135,0.9489795918367347,1.042057363485935
3,2019-05-18 19:35:21.038587,3.252402957814422,3.841874542459709,3.5471387501370657,1.1666666666666667,0.8235294117647058,0.9950980392156863
4,2019-05-18 19:35:21.154489,3.252402957814422,3.492849839314596,3.372626398564509,1.135135135135135,0.8189655172413793,0.9770503261882573
5,2019-05-18 19:35:21.216987,3.252402957814422,3.492849839314596,3.372626398564509,1.135135135135135,0.8189655172413793,0.9770503261882573
6,2019-05-18 19:35:21.286012,3.252402957814422,3.3581130232502714,3.305257990532347,1.0277777777777777,0.8181818181818182,0.922979797979798
7,2019-05-18 19:35:21.355025,3.252402957814422,3.3581130232502714,3.305257990532347,1.0277777777777777,0.8181818181818182,0.922979797979798
8,2019-05-18 19:35:21.417526,3.127499000799201,3.8288379438153295,3.4781684723072654,0.9861111111111112,0.8842105263157894,0.9351608187134504
9,2019-05-18 19:35:21.486548,3.127499000799201,3.8288379438153295,3.4781684723072654,0.9861111111111112,0.8842105263157894,0.9351608187134504
10,2019-05-18 19:35:21.555557,3.25,3.4818209205926895,3.3659104602963446,1.0649350649350648,0.9117647058823529,0.9883498854087089
11,2019-05-18 19:35:21.618055,3.25,3.4818209205926895,3.3659104602963446,1.0649350649350648,0.9117647058823529,0.9883498854087089
12,2019-05-18 19:35:21.687079,3.6796738985948196,3.9698866482558413,3.8247802734253304,1.0945945945945945,0.92,1.0072972972972973
13,2019-05-18 19:35:21.756100,3.6796738985948196,3.9698866482558413,3.8247802734253304,1.0945945945945945,0.92,1.0072972972972973
14,2019-05-18 19:35:21.818596,3.7170319517879107,3.8288379438153295,3.77293494780162,1.126984126984127,0.8571428571428571,0.9920634920634921
15,2019-05-18 19:35:21.871984,3.7170319517879107,3.8288379438153295,3.77293494780162,1.126984126984127,0.8571428571428571,0.9920634920634921
16,2019-05-18 19:35:21.956619,3.252402957814422,3.8288379438153295,3.5406204508148758,1.0136986301369864,0.8571428571428571,0.9354207436399218
17,2019-05-18 19:35:22.019117,3.252402957814422,3.8288379438153295,3.5406204508148758,1.0136986301369864,0.8571428571428571,0.9354207436399218
18,2019-05-18 19:35:22.088136,3.127499000799201,3.3581130232502714,3.242806012024736,1.0,0.8431372549019608,0.9215686274509804
19,2019-05-18 19:35:22.141518,3.127499000799201,3.3581130232502714,3.242806012024736,1.0,0.8431372549019608,0.9215686274509804
20,2019-05-18 19:35:22.219648,3.252402957814422,3.492849839314596,3.372626398564509,1.2173913043478262,0.9117647058823529,1.0645780051150895
21,2019-05-18 19:35:22.273041,3.252402957814422,3.492849839314596,3.372626398564509,1.2173913043478262,0.9117647058823529,1.0645780051150895
22,2019-05-18 19:35:22.357684,3.252402957814422,3.492849839314596,3.372626398564509,0.9767441860465116,0.9207920792079208,0.9487681326272162
23,2019-05-18 19:35:22.420182,3.252402957814422,3.492849839314596,3.372626398564509,0.9767441860465116,0.9207920792079208,0.9487681326272162
24,2019-05-18 19:35:22.489200,3.252402957814422,3.4818209205926895,3.367111939203556,1.0649350649350648,0.9117647058823529,0.9883498854087089
25,2019-05-18 19:35:22.542582,3.252402957814422,3.4818209205926895,3.367111939203556,1.0649350649350648,0.9117647058823529,0.9883498854087089
26,2019-05-18 19:35:22.620712,3.7170319517879107,4.010191099319486,3.863611525553698,1.1451612903225807,0.9540229885057471,1.0495921394141638
27,2019-05-18 19:35:22.674106,3.7170319517879107,4.010191099319486,3.863611525553698,1.1451612903225807,0.9540229885057471,1.0495921394141638
28,2019-05-18 19:35:22.758750,3.252402957814422,3.4818209205926895,3.367111939203556,1.0789473684210527,0.93,1.0044736842105264
29,2019-05-18 19:35:22.821247,3.252402957814422,3.4818209205926895,3.367111939203556,1.0789473684210527,0.93,1.0044736842105264
30,2019-05-18 19:35:22.890265,3.377314021526574,3.4818209205926895,3.429567471059632,0.8736842105263158,0.9207920792079208,0.8972381448671183
31,2019-05-18 19:35:22.959277,3.377314021526574,3.4818209205926895,3.429567471059632,0.8736842105263158,0.9207920792079208,0.8972381448671183
32,2019-05-18 19:35:23.021776,3.6796738985948196,3.3581130232502714,3.5188934609225457,1.126984126984127,0.8854166666666666,1.0062003968253967
33,2019-05-18 19:35:23.159842,2.8733425763343305,3.3695468766358116,3.121444726485071,1.0,0.85,0.925
