,time,bl_r,bl_l,bl_a,ga_r,ga_l,ga_a
0,2019-05-18 19:36:07.554199,9.006170724070865,11.216059914247962,10.111115319159413,0.8181818181818182,0.7872340425531915,0.8027079303675049
1,2019-05-18 19:36:07.701345,12.083045973594572,12.589678312014172,12.336362142804372,0.7818181818181819,0.6808510638297872,0.7313346228239845
2,2019-05-18 19:36:07.770361,12.083045973594572,12.589678312014172,12.336362142804372,0.7818181818181819,0.6808510638297872,0.7313346228239845
3,2019-05-18 19:36:07.848487,9.0,7.962411694957753,8.481205847478876,0.9024390243902439,0.8148148148148148,0.8586269196025293
4,2019-05-18 19:36:07.955277,8.221921916437786,13.0862523283024,10.654087122370093,0.9607843137254902,0.7446808510638298,0.85273258239466
5,2019-05-18 19:36:08.017783,8.221921916437786,13.0862523283024,10.654087122370093,0.9607843137254902,0.7446808510638298,0.85273258239466
6,2019-05-18 19:36:08.102427,13.009611831257688,13.038404810405298,13.024008320831493,0.9487179487179487,0.9090909090909091,0.9289044289044288
7,2019-05-18 19:36:08.155809,13.009611831257688,13.038404810405298,13.024008320831493,0.9487179487179487,0.9090909090909091,0.9289044289044288
8,2019-05-18 19:36:08.218316,13.509256086106296,11.661903789690601,12.585579937898448,0.8,0.8723404255319149,0.8361702127659575
9,2019-05-18 19:36:08.287334,13.509256086106296,11.661903789690601,12.585579937898448,0.8,0.8723404255319149,0.8361702127659575
10,2019-05-18 19:36:08.371967,9.006170724070865,13.038404810405298,11.022287767238081,0.7636363636363637,0.851063829787234,0.8073500967117988
11,2019-05-18 19:36:08.434464,9.006170724070865,13.038404810405298,11.022287767238081,0.7636363636363637,0.851063829787234,0.8073500967117988
12,2019-05-18 19:36:08.503477,9.006170724070865,9.055385138137416,9.03077793110414,0.8809523809523809,0.8245614035087719,0.8527568922305764
13,2019-05-18 19:36:08.556863,9.006170724070865,9.055385138137416,9.03077793110414,0.8809523809523809,0.8245614035087719,0.8527568922305764
14,2019-05-18 19:36:08.619370,8.673074554171793,12.539936203984453,10.606505379078122,0.8823529411764706,0.7872340425531915,0.834793491864831
15,2019-05-18 19:36:08.688389,8.673074554171793,12.539936203984453,10.606505379078122,0.8823529411764706,0.7872340425531915,0.834793491864831
16,2019-05-18 19:36:08.773023,8.673074554171793,13.0862523283024,10.879663441237096,0.8823529411764706,0.7547169811320755,0.818534961154273
17,2019-05-18 19:36:08.835523,8.673074554171793,13.0862523283024,10.879663441237096,0.8823529411764706,0.7547169811320755,0.818534961154273
18,2019-05-18 19:36:08.904538,9.006170724070865,8.276472678623424,8.641321701347145,0.8809523809523809,0.8703703703703703,0.8756613756613756
19,2019-05-18 19:36:08.957917,9.006170724070865,8.276472678623424,8.641321701347145,0.8809523809523809,0.8703703703703703,0.8756613756613756
20,2019-05-18 19:36:09.020425,12.074767078498864,13.0862523283024,12.580509703400633,0.8536585365853658,0.7446808510638298,0.7991696938245978
21,2019-05-18 19:36:09.089443,12.074767078498864,13.0862523283024,12.580509703400633,0.8536585365853658,0.7446808510638298,0.7991696938245978
22,2019-05-18 19:36:09.174091,9.333333333333334,8.276472678623424,8.804903005978378,0.975609756097561,0.9074074074074074,0.9415085817524842
23,2019-05-18 19:36:09.236586,9.333333333333334,8.276472678623424,8.804903005978378,0.975609756097561,0.9074074074074074,0.9415085817524842
24,2019-05-18 19:36:09.305610,9.006170724070865,8.692269873603532,8.8492202988372,0.8,1.0,0.9
25,2019-05-18 19:36:09.358997,9.006170724070865,8.692269873603532,8.8492202988372,0.8,1.0,0.9
26,2019-05-18 19:36:09.421504,14.0089257261219,8.276472678623424,11.142699202372661,0.8727272727272727,0.9074074074074074,0.89006734006734
27,2019-05-18 19:36:09.490523,14.0089257261219,8.276472678623424,11.142699202372661,0.8727272727272727,0.9074074074074074,0.89006734006734
28,2019-05-18 19:36:09.575163,8.54400374531753,8.724168218868266,8.634085982092898,0.8181818181818182,0.8888888888888888,0.8535353535353536
29,2019-05-18 19:36:09.637661,8.54400374531753,8.724168218868266,8.634085982092898,0.8181818181818182,0.8888888888888888,0.8535353535353536
30,2019-05-18 19:36:09.691056,8.673074554171793,8.276472678623424,8.47477361639761,0.8627450980392157,0.9074074074074074,0.8850762527233116
31,2019-05-18 19:36:09.760072,8.673074554171793,8.276472678623424,8.47477361639761,0.8627450980392157,0.9074074074074074,0.8850762527233116
32,2019-05-18 19:36:09.822579,8.221921916437786,8.393118874676114,8.30752039555695,0.9607843137254902,0.7857142857142857,0.873249299719888
33,2019-05-18 19:36:09.891594,8.221921916437786,8.393118874676114,8.30752039555695,0.9607843137254902,0.7857142857142857,0.873249299719888
34,2019-05-18 19:36:09.976247,8.54400374531753,13.0862523283024,10.815128036809966,0.8181818181818182,0.7547169811320755,0.7864493996569468
35,2019-05-18 19:36:10.038741,8.54400374531753,13.0862523283024,10.815128036809966,0.8181818181818182,0.7547169811320755,0.7864493996569468
36,2019-05-18 19:36:10.092137,13.009611831257688,11.260550608207398,12.135081219732543,0.8823529411764706,0.6666666666666666,0.7745098039215685
37,2019-05-18 19:36:10.161145,13.009611831257688,11.260550608207398,12.135081219732543,0.8823529411764706,0.6666666666666666,0.7745098039215685
38,2019-05-18 19:36:10.223652,12.083045973594572,11.260550608207398,11.671798290900984,0.8,0.6808510638297872,0.7404255319148936
39,2019-05-18 19:36:10.361704,8.54400374531753,11.260550608207398,9.902277176762464,0.8,0.6666666666666666,0.7333333333333334
40,2019-05-18 19:36:10.424209,8.54400374531753,11.260550608207398,9.902277176762464,0.8,0.6666666666666666,0.7333333333333334
41,2019-05-18 19:36:10.493221,13.509256086106296,8.276472678623424,10.89286438236486,0.8181818181818182,0.9074074074074074,0.8627946127946129
42,2019-05-18 19:36:10.562231,13.509256086106296,8.276472678623424,10.89286438236486,0.8181818181818182,0.9074074074074074,0.8627946127946129
43,2019-05-18 19:36:10.624737,13.509256086106296,11.260550608207398,12.384903347156847,0.8181818181818182,0.6666666666666666,0.7424242424242424
44,2019-05-18 19:36:10.693761,13.509256086106296,11.260550608207398,12.384903347156847,0.8181818181818182,0.6666666666666666,0.7424242424242424
45,2019-05-18 19:36:10.778404,9.333333333333334,13.0862523283024,11.209792830817868,0.975609756097561,0.7547169811320755,0.8651633686148182
46,2019-05-18 19:36:10.840902,9.333333333333334,13.0862523283024,11.209792830817868,0.975609756097561,0.7547169811320755,0.8651633686148182
47,2019-05-18 19:36:10.905337,9.0,13.0862523283024,11.0431261641512,0.9024390243902439,0.7843137254901961,0.84337637494022
48,2019-05-18 19:36:11.041189,14.0,11.704699910719624,12.852349955359813,0.9512195121951219,0.7884615384615384,0.8698405253283301
49,2019-05-18 19:36:11.106727,14.0,11.704699910719624,12.852349955359813,0.9512195121951219,0.7884615384615384,0.8698405253283301
50,2019-05-18 19:36:11.171642,8.538149682454623,13.0862523283024,10.812201005378512,0.8780487804878049,0.7446808510638298,0.8113648157758173
51,2019-05-18 19:36:11.225024,8.538149682454623,13.0862523283024,10.812201005378512,0.8780487804878049,0.7446808510638298,0.8113648157758173
52,2019-05-18 19:36:11.303157,9.333333333333334,11.704699910719624,10.519016622026479,0.975609756097561,0.7592592592592593,0.8674345076784101
53,2019-05-18 19:36:11.372167,9.333333333333334,11.704699910719624,10.519016622026479,0.975609756097561,0.7592592592592593,0.8674345076784101
54,2019-05-18 19:36:11.441176,8.860022573334675,8.724168218868266,8.79209539610147,0.8909090909090909,0.8888888888888888,0.8898989898989899
